table_name,column_name,value,replacement
"family_antecedents_treatment_line","family_member","Tia paterno","Third_Degree"
"family_antecedents_treatment_line","family_member","Tía materma","Third_Degree"
"family_antecedents_treatment_line","family_member","Hermanos","First_Degree"
"family_antecedents_treatment_line","family_member","Madre y tia","First_Degree"
"family_antecedents_treatment_line","family_member","Madre y tia","Second_Degree"
"family_antecedents_treatment_line","family_member","tia abuela materna","Second_Degree"
"family_antecedents_treatment_line","family_member","TIA CARNAL","Second_Degree"
"family_antecedents_treatment_line","family_member","TIO CARNAL","Second_Degree"
"family_antecedents_treatment_line","family_member","PRIMO CARNAL","Third_Degree"
"family_antecedents_treatment_line","family_member","SOBRINO 1","Second_Degree"
"family_antecedents_treatment_line","family_member","TIA MATERNA 1","Second_Degree"
"family_antecedents_treatment_line","family_member","PRIMA 1 MATERNA","Third_Degree"
"family_antecedents_treatment_line","family_member","PRIMA 2 MATERNA","Third_Degree"
"family_antecedents_treatment_line","family_member","PRIMA 1 PATERNA","Third_Degree"
"family_antecedents_treatment_line","family_member","PRIMA 2 PATERNA","Third_Degree"
"family_antecedents_treatment_line","family_member","TIO PATERNA","Second_Degree"
"family_antecedents_treatment_line","family_member","APDRE","First_Degree"
"family_antecedents_treatment_line","family_member","TIOS","Second_Degree"
"family_antecedents_treatment_line","family_member","tima materna","Second_Degree"
"family_antecedents_treatment_line","family_member","PRIMO PADRE","Third_Degree"
"family_antecedents_treatment_line","family_member","PRIMA MADRE","Third_Degree"
"family_antecedents_treatment_line","family_member","HERMANASTRA (MADRE)","Second_Degree"
"family_antecedents_treatment_line","family_member","HERM,ANO","First_Degree"
"family_antecedents_treatment_line","family_member","Hermana mayor","First_Degree"
"family_antecedents_treatment_line","family_member","Tía materna (misma)","Second_Degree"
"family_antecedents_treatment_line","family_member","Mama","First_Degree"
"family_antecedents_treatment_line","family_member","prim","Third_Degree"
"family_antecedents_treatment_line","family_member","Antecedentes familia","Second_Degree"
"family_antecedents_treatment_line","family_member","3 tios","Second_Degree"
"family_antecedents_treatment_line","family_member","2 tías","Second_Degree"
"family_antecedents_treatment_line","family_member","Tios maternos","Second_Degree"
"family_antecedents_treatment_line","family_member","Nieta","Second_Degree"
"family_antecedents_treatment_line","family_member","misma hermana","First_Degree"
"family_antecedents_treatment_line","family_member","Pacre","First_Degree"
"family_antecedents_treatment_line","family_member","Tñis","Second_Degree"
"family_antecedents_treatment_line","family_member","Sobreina","Second_Degree"
"family_antecedents_treatment_line","family_member","Múltiples familiares","Second_Degree"
"family_antecedents_treatment_line","family_member","tío peterno","Second_Degree"
"family_antecedents_treatment_line","family_member","primo paterna","Second_Degree"
"family_antecedents_treatment_line","family_member","hemano","First_Degree"
"family_antecedents_treatment_line","family_member","Dos tías paternas","Second_Degree"
"family_antecedents_treatment_line","family_member","Dos tíos paternos","Second_Degree"
"family_antecedents_treatment_line","family_member","Sobrino materno","Second_Degree"
"family_antecedents_treatment_line","family_member","Tío abuelo","Second_Degree"
"family_antecedents_treatment_line","family_member","Primo segundo","Third_Degree"
"family_antecedents_treatment_line","family_member","Tío mmatero","Second_Degree"
"family_antecedents_treatment_line","family_member","Sobrina paterna","Second_Degree"
"family_antecedents_treatment_line","family_member","tía ,aterna","Second_Degree"
"family_antecedents_treatment_line","family_member","tia matenna","Second_Degree"
"family_antecedents_treatment_line","family_member","primo sgundo materno","Third_Degree"
"family_antecedents_treatment_line","family_member","Padre o hermano","First_Degree"
"family_antecedents_treatment_line","family_member","2 primos","Second_Degree"
"family_antecedents_treatment_line","family_member","primo hermanmaterno","Second_Degree"
"family_antecedents_treatment_line","family_member","Tío vía materna","Second_Degree"
"family_antecedents_treatment_line","family_member","prima hermana (pater","Second_Degree"
"family_antecedents_treatment_line","family_member","Padre fallecido","First_Degree"
"family_antecedents_treatment_line","family_member","tio paterno fallecid","Second_Degree"
"family_antecedents_treatment_line","family_member","Tio carnal paterno","Second_Degree"
"family_antecedents_treatment_line","family_member","Tia carnal paterna","Second_Degree"
"family_antecedents_treatment_line","family_member","Hermano abuela pater","Third_Degree"
"family_antecedents_treatment_line","family_member","Hermana abuela pater","Third_Degree"
"family_antecedents_treatment_line","family_member","tñia","Second_Degree"
"family_antecedents_treatment_line","family_member","primer grado","First_Degree"
"family_antecedents_treatment_line","family_member","tipo paterno","First_Degree"
"family_antecedents_treatment_line","family_member","PRIM0 MATERNO","Second_Degree"
"family_antecedents","family_member","Sister","First_Degree"
"family_antecedents","family_member","Mother","First_Degree"
"family_antecedents","family_member","grandparent","Second_Degree"
"family_antecedents","family_member","Father","First_Degree"
"family_antecedents","family_member","Aunt","Second_Degree"
"family_antecedents","family_member","Cousin","Third_Degree"
"family_antecedents","family_member","Uncle","Second_Degree"
"family_antecedents","family_member","Brother","First_Degree"
"family_antecedents","family_member","Nephew","Second_Degree"
"family_antecedents","family_member","Son","First_Degree"
"family_antecedents","family_member","Niece","Second_Degree"
"family_antecedents","family_member","Daughter","First_Degree"
"family_antecedents_treatment_line","family_member","familyMember","Degree"
"family_antecedents_treatment_line","family_member","Padre","First_Degree"
"family_antecedents_treatment_line","family_member","Hermano","First_Degree"
"family_antecedents_treatment_line","family_member","Tío","Second_Degree"
"family_antecedents_treatment_line","family_member","tío paterno","Second_Degree"
"family_antecedents_treatment_line","family_member","hermana","First_Degree"
"family_antecedents_treatment_line","family_member","Madre","First_Degree"
"family_antecedents_treatment_line","family_member","1r grado (no specif)","First_Degree"
"family_antecedents_treatment_line","family_member","Abuelo","Second_Degree"
"family_antecedents_treatment_line","family_member","Prima","Third_Degree"
"family_antecedents_treatment_line","family_member","prima materna","Third_Degree"
"family_antecedents_treatment_line","family_member","tia materna","Second_Degree"
"family_antecedents_treatment_line","family_member","Abuela","Second_Degree"
"family_antecedents_treatment_line","family_member","Tia","Second_Degree"
"family_antecedents_treatment_line","family_member","Primo","Third_Degree"
"family_antecedents_treatment_line","family_member","Hija","First_Degree"
"family_antecedents_treatment_line","family_member","hijo","First_Degree"
"family_antecedents_treatment_line","family_member","Abuela paterna","Second_Degree"
"family_antecedents_treatment_line","family_member","Primo hermano patern","Third_Degree"
"family_antecedents_treatment_line","family_member","Primo hermano matern","Third_Degree"
"family_antecedents_treatment_line","family_member","Bisabuela materna","Third_Degree"
"family_antecedents_treatment_line","family_member","Prima hermana matern","Third_Degree"
"family_antecedents_treatment_line","family_member","Tio materno","Second_Degree"
"family_antecedents_treatment_line","family_member","Abuelo paterno","Second_Degree"
"family_antecedents_treatment_line","family_member","Abuelo materno","Second_Degree"
"family_antecedents_treatment_line","family_member","Abuela materna","Second_Degree"
"family_antecedents_treatment_line","family_member","sobrina","Second_Degree"
"family_antecedents_treatment_line","family_member","Desconocido","UNK"
"family_antecedents_treatment_line","family_member","3 hermanas","First_Degree"
"family_antecedents_treatment_line","family_member","tía paterna","Second_Degree"
"family_antecedents_treatment_line","family_member","prima paterna","Third_Degree"
"family_antecedents_treatment_line","family_member","MARIDO","UNK"
"family_antecedents_treatment_line","family_member","SOBRINO","Second_Degree"
"family_antecedents_treatment_line","family_member","Pare","First_Degree"
"family_antecedents_treatment_line","family_member","Abuela materana","Second_Degree"
"family_antecedents_treatment_line","family_member","madare","First_Degree"
"family_antecedents_treatment_line","family_member","TIA PATERNA 1","Second_Degree"
"family_antecedents_treatment_line","family_member","TIA PATERNA 2","Second_Degree"
"family_antecedents_treatment_line","family_member","TIA PATERNA 3","Second_Degree"
"family_antecedents_treatment_line","family_member","TIA PATERNA 4","Second_Degree"
"family_antecedents_treatment_line","family_member","primas hermanas","Third_Degree"
"family_antecedents_treatment_line","family_member","Hemana","First_Degree"
"family_antecedents_treatment_line","family_member","tio  materno","Second_Degree"
"family_antecedents_treatment_line","family_member","made","First_Degree"
"family_antecedents_treatment_line","family_member","hremano","First_Degree"
"family_antecedents_treatment_line","family_member","PRIMO PATERNO 1","Third_Degree"
"family_antecedents_treatment_line","family_member","PRIMO PATERNO 2","Third_Degree"
"family_antecedents_treatment_line","family_member","PRIMO PATERNO 3","Third_Degree"
"family_antecedents_treatment_line","family_member","PRIMO PATERNO 4","Third_Degree"
"family_antecedents_treatment_line","family_member","HERMANO 1","First_Degree"
"family_antecedents_treatment_line","family_member","HERMANO 2","First_Degree"
"family_antecedents_treatment_line","family_member","HERMNAO","First_Degree"
"family_antecedents_treatment_line","family_member","PRIMA HERMANA","Third_Degree"
"family_antecedents_treatment_line","family_member","MUJER","UNK"
"family_antecedents_treatment_line","family_member","PROGENITOR","First_Degree"
"family_antecedents_treatment_line","family_member","Herrmano","First_Degree"
"family_antecedents_treatment_line","family_member","tío materno 1","Second_Degree"
"family_antecedents_treatment_line","family_member","tío materno 2","Second_Degree"
"family_antecedents_treatment_line","family_member","tío materno 3","Second_Degree"
"family_antecedents_treatment_line","family_member","tío materno 4","Second_Degree"
"family_antecedents_treatment_line","family_member","tío materno 5","Second_Degree"
"family_antecedents_treatment_line","family_member","abuela materno","Second_Degree"
"family_antecedents_treatment_line","family_member","primo materno","Third_Degree"
"family_antecedents_treatment_line","family_member","TIA ABUELA","Second_Degree"
"family_antecedents_treatment_line","family_member","Primo paterno","Third_Degree"
"family_antecedents_treatment_line","family_member","Tío materna","Second_Degree"
"family_antecedents_treatment_line","family_member","Bisabuela paterna","Third_Degree"
"family_antecedents_treatment_line","family_member","h","First_Degree"
"family_antecedents_treatment_line","family_member","Hernano","First_Degree"
"family_antecedents_treatment_line","family_member","prima 2ª materna","Third_Degree"
"family_antecedents_treatment_line","family_member","tio paterno 2","Second_Degree"
"family_antecedents_treatment_line","family_member","tio paterno 3","Second_Degree"
"family_antecedents_treatment_line","family_member","hermana gemela","First_Degree"
"family_antecedents_treatment_line","family_member","hermano 3","First_Degree"
"family_antecedents_treatment_line","family_member","hermano 4","First_Degree"
"family_antecedents_treatment_line","family_member","hermano 5","First_Degree"
"family_antecedents_treatment_line","family_member","Bisabuela","Third_Degree"
"family_antecedents_treatment_line","family_member","hermana 1","First_Degree"
"family_antecedents_treatment_line","family_member","hermana 2","First_Degree"
"family_antecedents_treatment_line","family_member","prima segunda","Third_Degree"
"family_antecedents_treatment_line","family_member","1","UNK"
"family_antecedents_treatment_line","family_member","Abuelo materon","Second_Degree"
"family_antecedents_treatment_line","family_member","3 tias maternas","Second_Degree"
"family_antecedents_treatment_line","family_member","primas maternas","Third_Degree"
"family_antecedents_treatment_line","family_member","HERMANAS","First_Degree"
"family_antecedents_treatment_line","family_member","Primo Hermano","Third_Degree"
"family_antecedents_treatment_line","family_member","Tio 1","Second_Degree"
"family_antecedents_treatment_line","family_member","Tio 2","Second_Degree"
"family_antecedents_treatment_line","family_member","Primo 1","Third_Degree"
"family_antecedents_treatment_line","family_member","Primo 2","Third_Degree"
"family_antecedents_treatment_line","family_member","Tia Materna 2","Second_Degree"
"family_antecedents_treatment_line","family_member","Hermana 3","First_Degree"
"family_antecedents_treatment_line","family_member","Sobrino 2","Second_Degree"
"family_antecedents_treatment_line","family_member","Sobrino 3","Second_Degree"
"family_antecedents_treatment_line","family_member","Prima 2","Third_Degree"
"family_antecedents_treatment_line","family_member","Prima 3","Third_Degree"
"family_antecedents_treatment_line","family_member","hermanastro paterno","Second_Degree"
"family_antecedents_treatment_line","family_member","Bisabuelo materno","Third_Degree"
"family_antecedents_treatment_line","family_member","hermano mayor","First_Degree"
"family_antecedents_treatment_line","family_member","tias maternas","Second_Degree"
"family_antecedents_treatment_line","family_member","primos","Third_Degree"
"family_antecedents_treatment_line","family_member","hermano pequeño","First_Degree"
"family_antecedents_treatment_line","family_member","nieto","Second_Degree"
"family_antecedents_treatment_line","family_member","Prima hermana patern","Third_Degree"
"family_antecedents_treatment_line","family_member","Esposa","UNK"
"family_antecedents_treatment_line","family_member","Propio paciente","UNK"
"family_antecedents_treatment_line","family_member","Esposo","UNK"
"family_antecedents_treatment_line","family_member","Familia paterna","Second_Degree"
"family_antecedents_treatment_line","family_member","Rama materna","Third_Degree"
"family_antecedents_treatment_line","family_member","UNK","UNK"
"family_antecedents_treatment_line","family_member","prima carnal","Third_Degree"
"family_antecedents_treatment_line","family_member","NO SABE","UNK"
"family_antecedents_treatment_line","family_member","Tia paterno","Second_Degree"
"family_antecedents_treatment_line","family_member","Tía materma","Second_Degree"
"family_antecedents_treatment_line","family_member","Hermanos","First_Degree"
"family_antecedents_treatment_line","family_member","Madre y tia","First_Degree"
"family_antecedents_treatment_line","family_member","tia abuela materna","Second_Degree"
"family_antecedents_treatment_line","family_member","TIA CARNAL","Second_Degree"
"family_antecedents_treatment_line","family_member","TIO CARNAL","Second_Degree"
"family_antecedents_treatment_line","family_member","PRIMO CARNAL","Third_Degree"
"family_antecedents_treatment_line","family_member","SOBRINO 1","Second_Degree"
"family_antecedents_treatment_line","family_member","TIA MATERNA 1","Second_Degree"
"family_antecedents_treatment_line","family_member","PRIMA 1 MATERNA","Third_Degree"
"family_antecedents_treatment_line","family_member","PRIMA 2 MATERNA","Third_Degree"
"family_antecedents_treatment_line","family_member","PRIMA 1 PATERNA","Third_Degree"
"family_antecedents_treatment_line","family_member","PRIMA 2 PATERNA","Third_Degree"
"family_antecedents_treatment_line","family_member","TIO PATERNA","Second_Degree"
"family_antecedents_treatment_line","family_member","APDRE","First_Degree"
"family_antecedents_treatment_line","family_member","HERMANASTRO","Second_Degree"
"family_antecedents_treatment_line","family_member","TIOS","Second_Degree"
"family_antecedents_treatment_line","family_member","tima materna","Second_Degree"
"family_antecedents_treatment_line","family_member","PRIMO PADRE","Third_Degree"
"family_antecedents_treatment_line","family_member","PRIMA MADRE","Third_Degree"
"family_antecedents_treatment_line","family_member","HERMANASTRA (MADRE)","Second_Degree"
"family_antecedents_treatment_line","family_member","HERM,"Male_First_Degree"
"family_antecedents_treatment_line","family_member","Hermana mayor","First_Degree"
"family_antecedents_treatment_line","family_member","Tía materna (misma)","Second_Degree"
"family_antecedents_treatment_line","family_member","Mama","First_Degree"
"family_antecedents_treatment_line","family_member","Leucemia","UNK"
"family_antecedents_treatment_line","family_member","prim","Third_Degree"
"family_antecedents_treatment_line","family_member","Antecedentes familia","Second_Degree"
"family_antecedents_treatment_line","family_member","3 tios","Second_Degree"
"family_antecedents_treatment_line","family_member","2 tías","Second_Degree"
"family_antecedents_treatment_line","family_member","Tios maternos","Second_Degree"
"family_antecedents_treatment_line","family_member","Nieta","Third_Degree"
"family_antecedents_treatment_line","family_member","misma hermana","First_Degree"
"family_antecedents_treatment_line","family_member","Pacre","First_Degree"
"family_antecedents_treatment_line","family_member","Tñis","Second_Degree"
"family_antecedents_treatment_line","family_member","Sobreina","Second_Degree"
"family_antecedents_treatment_line","family_member","Múltiples familiares","Second_Degree"
"family_antecedents_treatment_line","family_member","tío peterno","Second_Degree"
"family_antecedents_treatment_line","family_member","primo paterna","Third_Degree"
"family_antecedents_treatment_line","family_member","hemano","First_Degree"
"family_antecedents_treatment_line","family_member","Dos tías paternas","Second_Degree"
"family_antecedents_treatment_line","family_member","Dos tíos paternos","Second_Degree"
"family_antecedents_treatment_line","family_member","Sobrino materno","Second_Degree"
"family_antecedents_treatment_line","family_member","Tío abuelo","Second_Degree"
"family_antecedents_treatment_line","family_member","Primo segundo","Third_Degree"
"family_antecedents_treatment_line","family_member","Tío mmatero","Second_Degree"
"family_antecedents_treatment_line","family_member","Sobrina paterna","Second_Degree"
"family_antecedents_treatment_line","family_member","tía aterna","Second_Degree"
"family_antecedents_treatment_line","family_member","tia matenna","Second_Degree"
"family_antecedents_treatment_line","family_member","primo sgundo materno","Third_Degree"
"family_antecedents_treatment_line","family_member","Padre o hermano","First_Degree"
"family_antecedents_treatment_line","family_member","2 primos","Third_Degree"
"family_antecedents_treatment_line","family_member","primo hermanmaterno","Third_Degree"
"family_antecedents_treatment_line","family_member","Tío vía materna","Second_Degree"
"family_antecedents_treatment_line","family_member","prima hermana (pater","Third_Degree"
"family_antecedents_treatment_line","family_member","Padre fallecido","First_Degree"
"family_antecedents_treatment_line","family_member","tio paterno fallecid","Second_Degree"
"family_antecedents_treatment_line","family_member","Tio carnal paterno","Second_Degree"
"family_antecedents_treatment_line","family_member","Tia carnal paterna","Second_Degree"
"family_antecedents_treatment_line","family_member","Hermano abuela pater","Second_Degree"
"family_antecedents_treatment_line","family_member","Hermana abuela pater","Second_Degree"
"family_antecedents_treatment_line","family_member","tñia","Second_Degree"
"family_antecedents_treatment_line","family_member","primer grado","First_Degree"
"family_antecedents_treatment_line","family_member","tipo paterno","Second_Degree"
"family_antecedents_treatment_line","family_member","PRIM0 MATERNO","Third_Degree"
"family_antecedents_treatment_line","family_member","Tio","Second_Degree"
"family_antecedents_treatment_line","family_member","Tía","Second_Degree"
"family_antecedents_treatment_line","family_member","Tia","Second_Degree"